Datasets,CBF,CBFTYPE,AGE
PNC,85.232536,PVC,9.916666667
PNC,63.443513,PVC,22.5
PNC,76.298827,PVC,11.75
PNC,62.441656,PVC,17.33333333
PNC,81.778372,PVC,16.75
PNC,63.344817,PVC,18.58333333
PNC,116.808999,PVC,9.5
PNC,64.859972,PVC,14.91666667
PNC,91.005216,PVC,16.25
PNC,50.267856,PVC,17.83333333
PNC,66.313976,PVC,19
PNC,82.771161,PVC,14.5
PNC,106.109095,PVC,9.75
PNC,84.289676,PVC,18.08333333
PNC,56.728668,PVC,16.33333333
PNC,66.100811,PVC,13.16666667
PNC,88.764988,PVC,11.25
PNC,64.690083,PVC,8.166666667
PNC,70.432504,PVC,13.83333333
PNC,64.202481,PVC,17.5
PNC,82.508957,PVC,16.41666667
PNC,75.647538,PVC,13.33333333
PNC,57.09921,PVC,16
PNC,78.419536,PVC,19.75
PNC,85.721881,PVC,13.91666667
PNC,59.345977,PVC,18.5
PNC,62.255229,PVC,13.41666667
PNC,81.789624,PVC,14
PNC,96.284604,PVC,13.75
PNC,98.485573,PVC,8.583333333
PNC,74.40611,PVC,12.83333333
PNC,78.607826,PVC,14.91666667
PNC,55.456939,PVC,20.16666667
PNC,70.358324,PVC,15.33333333
PNC,58.394244,PVC,21.41666667
PNC,92.517662,PVC,10.25
PNC,70.680207,PVC,17.16666667
PNC,70.565137,PVC,17.33333333
PNC,68.883763,PVC,18.33333333
PNC,82.453884,PVC,14.16666667
PNC,67.58457,PVC,15.16666667
PNC,86.593528,PVC,12.75
PNC,83.86924,PVC,18
PNC,87.501258,PVC,20.83333333
PNC,74.047012,PVC,14
PNC,74.716409,PVC,14.66666667
PNC,76.024203,PVC,13
PNC,67.976968,PVC,18.58333333
PNC,109.667748,PVC,14.75
PNC,103.286347,PVC,20
PNC,55.789062,PVC,14.33333333
PNC,91.579223,PVC,13.16666667
PNC,92.668067,PVC,13.75
PNC,69.271692,PVC,17.5
PNC,105.612365,PVC,8.833333333
PNC,56.330848,PVC,19.66666667
PNC,70.980522,PVC,18.16666667
PNC,90.055086,PVC,13.91666667
PNC,85.827809,PVC,11.83333333
PNC,102.528293,PVC,10.58333333
PNC,72.016917,PVC,16.91666667
PNC,60.695517,PVC,18
PNC,86.928703,PVC,8.916666667
PNC,114.261501,PVC,9.166666667
PNC,80.219063,PVC,18
PNC,58.524455,PVC,17.58333333
PNC,78.428622,PVC,19
PNC,106.222966,PVC,10.16666667
PNC,74.347095,PVC,17.91666667
PNC,94.627753,PVC,10.91666667
PNC,97.777992,PVC,14.25
PNC,80.001387,PVC,18.5
PNC,62.425104,PVC,18
PNC,69.492843,PVC,19.83333333
PNC,72.342475,PVC,14
PNC,79.442154,PVC,20.75
PNC,69.555431,PVC,16.66666667
PNC,59.019249,PVC,19.16666667
PNC,64.290098,PVC,16.16666667
PNC,106.681764,PVC,11.58333333
PNC,59.972695,PVC,17.83333333
PNC,84.290429,PVC,12.58333333
PNC,78.341953,PVC,12.58333333
PNC,90.653558,PVC,13.83333333
PNC,93.922847,PVC,14.41666667
PNC,99.498161,PVC,12.33333333
PNC,103.742099,PVC,9.083333333
PNC,95.650364,PVC,10.41666667
PNC,113.413273,PVC,10.75
PNC,64.246274,PVC,17.66666667
PNC,65.764501,PVC,15.58333333
PNC,98.191989,PVC,20.5
PNC,87.73063,PVC,13.91666667
PNC,46.476145,PVC,18.16666667
PNC,66.319315,PVC,16.66666667
PNC,49.680767,PVC,18.33333333
PNC,77.230367,PVC,14.16666667
PNC,65.586957,PVC,17
PNC,85.200174,PVC,8.583333333
PNC,74.335176,PVC,13.75
PNC,66.19868,PVC,15.91666667
PNC,66.206559,PVC,20.16666667
PNC,118.309604,PVC,10.75
PNC,47.930888,PVC,19.83333333
PNC,72.588765,PVC,18.5
PNC,55.34925,PVC,18.91666667
PNC,88.229742,PVC,10.91666667
PNC,66.072738,PVC,12.33333333
PNC,79.333354,PVC,19.91666667
PNC,86.798006,PVC,12.75
PNC,74.216804,PVC,16.16666667
PNC,103.158176,PVC,11.08333333
PNC,70.19071,PVC,12.33333333
PNC,89.803567,PVC,14.25
PNC,76.37661,PVC,14.91666667
PNC,75.473992,PVC,13.33333333
PNC,61.637023,PVC,16.41666667
PNC,91.305772,PVC,9.083333333
PNC,52.823206,PVC,18.41666667
PNC,80.792596,PVC,15.16666667
PNC,88.139421,PVC,13.16666667
PNC,69.130448,PVC,11.16666667
PNC,97.932536,PVC,11.58333333
PNC,82.84178,PVC,15.16666667
PNC,69.725374,PVC,18.66666667
PNC,58.831395,PVC,15.41666667
PNC,70.243486,PVC,17.16666667
PNC,84.969022,PVC,10.41666667
PNC,71.004339,PVC,16
PNC,65.481629,PVC,16.08333333
PNC,86.209874,PVC,9.083333333
PNC,88.516681,PVC,12.08333333
PNC,58.380325,PVC,22.58333333
PNC,90.795159,PVC,10.66666667
PNC,72.86867,PVC,19.41666667
PNC,81.894966,PVC,15.25
PNC,54.918351,PVC,18.58333333
PNC,104.084807,PVC,8.583333333
PNC,77.360097,PVC,18
PNC,71.687938,PVC,14.5
PNC,71.041046,PVC,14.16666667
PNC,73.597094,PVC,14.83333333
PNC,66.799906,PVC,15.75
PNC,61.739107,PVC,19.66666667
PNC,109.821249,PVC,17.91666667
PNC,55.937184,PVC,17.83333333
PNC,70.348488,PVC,9.083333333
PNC,71.700548,PVC,18.41666667
PNC,101.406284,PVC,8.833333333
PNC,80.082464,PVC,9.833333333
PNC,78.738931,PVC,13.58333333
PNC,81.789437,PVC,14.66666667
PNC,97.961874,PVC,8.25
PNC,78.260804,PVC,16.41666667
PNC,87.535158,PVC,15.75
PNC,70.290417,PVC,18.33333333
PNC,97.084211,PVC,8.333333333
PNC,102.576582,PVC,9.583333333
PNC,103.447557,PVC,9.75
PNC,109.746061,PVC,8.666666667
PNC,81.249052,PVC,11
PNC,112.596552,PVC,9.083333333
PNC,61.93362,PVC,19
PNC,88.116718,PVC,14.58333333
PNC,98.759178,PVC,17.33333333
PNC,79.664809,PVC,15.16666667
PNC,89.777822,PVC,15.5
PNC,65.788432,PVC,17.91666667
PNC,90.924515,PVC,8.333333333
PNC,75.291969,PVC,22.91666667
PNC,58.759713,PVC,13.33333333
PNC,83.482096,PVC,13.41666667
PNC,95.924063,PVC,15.5
PNC,66.98776,PVC,16.66666667
PNC,113.390966,PVC,12.25
PNC,111.551443,PVC,11.25
PNC,86.502407,PVC,11
PNC,51.606538,PVC,19.5
PNC,81.738751,PVC,16.66666667
PNC,96.671885,PVC,11.16666667
PNC,72.345548,PVC,18.66666667
PNC,89.779319,PVC,12.25
PNC,69.15727,PVC,10.91666667
PNC,119.703992,PVC,8.916666667
PNC,80.668844,PVC,18.08333333
PNC,71.918829,PVC,15.33333333
PNC,48.044574,PVC,20.25
PNC,67.776553,PVC,17.5
PNC,72.645133,PVC,16.75
PNC,89.241485,PVC,17.16666667
PNC,62.430911,PVC,19.33333333
PNC,80.15288,PVC,15.75
PNC,72.666041,PVC,20.33333333
PNC,107.020817,PVC,11.33333333
PNC,103.019762,PVC,11.91666667
PNC,91.471342,PVC,10
PNC,46.295882,PVC,18.33333333
PNC,68.716501,PVC,15.75
PNC,91.070834,PVC,14
PNC,61.598152,PVC,16.66666667
PNC,97.186655,PVC,11.66666667
PNC,72.762852,PVC,11.16666667
PNC,57.921248,PVC,19.91666667
PNC,59.914142,PVC,19.75
PNC,78.979206,PVC,18.41666667
PNC,55.683754,PVC,17.33333333
PNC,66.109872,PVC,14.66666667
PNC,77.498034,PVC,11.41666667
PNC,77.817989,PVC,16.08333333
PNC,68.207976,PVC,13.5
PNC,73.890775,PVC,19.66666667
PNC,107.79179,PVC,13.25
PNC,35.52304,PVC,20.25
PNC,108.221104,PVC,8.166666667
PNC,83.660382,PVC,16.75
PNC,64.808116,PVC,19.66666667
PNC,84.749788,PVC,12.5
PNC,99.420475,PVC,10.16666667
PNC,82.575996,PVC,13.75
PNC,62.692582,PVC,19.5
PNC,48.35828,PVC,15
PNC,56.61247,PVC,15.83333333
PNC,88.066849,PVC,12.91666667
PNC,72.365913,PVC,18.41666667
PNC,97.575451,PVC,12.75
PNC,93.171983,PVC,11.16666667
PNC,61.646081,PVC,18
PNC,102.67004,PVC,14.91666667
PNC,96.438269,PVC,18.91666667
PNC,67.663467,PVC,16.16666667
PNC,79.090907,PVC,19.33333333
PNC,81.667755,PVC,15.58333333
PNC,88.47895,PVC,12.75
PNC,81.812932,PVC,13.75
PNC,59.627685,PVC,19.25
PNC,101.624231,PVC,13.66666667
PNC,52.133352,PVC,18.08333333
PNC,98.956968,PVC,12.33333333
PNC,60.789008,PVC,13.5
PNC,81.412238,PVC,9.083333333
PNC,53.809092,PVC,20.16666667
PNC,68.02129,PVC,18.16666667
PNC,93.128334,PVC,8.583333333
PNC,83.072705,PVC,12.33333333
PNC,87.364757,PVC,12.41666667
PNC,99.763578,PVC,13.75
PNC,64.546482,PVC,17.41666667
PNC,64.971422,PVC,18.83333333
PNC,96.924948,PVC,9.416666667
PNC,87.921444,PVC,12
PNC,61.797984,PVC,18.33333333
PNC,110.960679,PVC,8.5
PNC,117.198716,PVC,11.5
PNC,73.84662,PVC,14.33333333
PNC,71.545809,PVC,8.166666667
PNC,72.316295,PVC,18.66666667
PNC,85.374604,PVC,17.5
PNC,63.263258,PVC,17.41666667
PNC,54.934416,PVC,17.75
PNC,66.667294,PVC,19.16666667
PNC,74.028773,PVC,12
PNC,82.746896,PVC,12.58333333
PNC,105.723736,PVC,9.583333333
PNC,79.549978,PVC,17.66666667
PNC,48.649777,PVC,22
PNC,63.468604,PVC,16.41666667
PNC,61.808936,PVC,19.16666667
PNC,67.898055,PVC,14.16666667
PNC,52.801327,PVC,19.08333333
PNC,68.391839,PVC,16.5
PNC,93.302027,PVC,10.83333333
PNC,73.522605,PVC,17.58333333
PNC,83.439093,PVC,18.5
PNC,61.184539,PVC,17
PNC,64.118146,PVC,14.75
PNC,98.875449,PVC,18.5
PNC,54.145328,PVC,18.25
PNC,102.306,PVC,10.58333333
PNC,90.591529,PVC,15.66666667
PNC,89.484792,PVC,12.25
PNC,75.547494,PVC,12.91666667
PNC,99.486081,PVC,17.25
PNC,73.743932,PVC,17.33333333
PNC,106.11975,PVC,9.916666667
PNC,76.016824,PVC,13.58333333
PNC,88.099251,PVC,11.08333333
PNC,70.663173,PVC,16.25
PNC,70.119407,PVC,17.33333333
PNC,63.243747,PVC,16.75
PNC,63.138693,PVC,17.66666667
PNC,68.601387,PVC,18.75
PNC,65.13247,PVC,19.08333333
PNC,94.79711,PVC,15.41666667
PNC,89.462239,PVC,12.66666667
PNC,96.792895,PVC,10.08333333
PNC,79.117531,PVC,13.58333333
PNC,61.928057,PVC,13.75
PNC,70.184428,PVC,17.25
PNC,75.316178,PVC,15.83333333
PNC,95.586959,PVC,13.83333333
PNC,83.052963,PVC,12.08333333
PNC,80.316991,PVC,16
PNC,78.520148,PVC,19.33333333
PNC,72.70834,PVC,17.58333333
PNC,113.475401,PVC,9
PNC,77.877173,PVC,18.58333333
PNC,77.768962,PVC,16.91666667
PNC,100.944916,PVC,8.916666667
PNC,53.328244,PVC,18.08333333
PNC,84.566698,PVC,9.166666667
PNC,72.456923,PVC,19.75
PNC,64.984632,PVC,19.75
PNC,93.264346,PVC,19.41666667
PNC,98.547785,PVC,13.83333333
PNC,68.288126,PVC,15.25
PNC,82.478041,PVC,10.83333333
PNC,77.865871,PVC,11.5
PNC,103.266266,PVC,10.08333333
PNC,80.894089,PVC,15.41666667
PNC,78.85211,PVC,13.41666667
PNC,53.829297,PVC,20.83333333
PNC,83.103586,PVC,14.16666667
PNC,72.63393,PVC,21.25
PNC,53.895178,PVC,19.66666667
PNC,74.515282,PVC,16.41666667
PNC,68.610753,PVC,17.41666667
PNC,78.900102,PVC,14.66666667
PNC,97.629978,PVC,18.58333333
PNC,63.077711,PVC,16.66666667
PNC,80.180163,PVC,10.5
PNC,74.542939,PVC,17.91666667
PNC,67.605546,PVC,16.33333333
PNC,70.09146,PVC,12.41666667
PNC,60.865859,PVC,17
PNC,67.314584,PVC,16.16666667
PNC,82.475218,PVC,14.66666667
PNC,52.306088,PVC,19
PNC,79.693054,PVC,11.83333333
PNC,85.859319,PVC,15.33333333
PNC,86.172287,PVC,17.5
PNC,71.35189,PVC,14.33333333
PNC,107.519657,PVC,11.08333333
PNC,55.116928,PVC,16
PNC,67.742438,PVC,21.16666667
PNC,79.479719,PVC,11.41666667
PNC,97.700603,PVC,14.33333333
PNC,99.209972,PVC,14.41666667
PNC,78.040042,PVC,9.083333333
PNC,77.933923,PVC,12.91666667
PNC,41.424594,PVC,20
PNC,64.324372,PVC,18.08333333
PNC,71.208196,PVC,20.75
PNC,84.13856,PVC,10.83333333
PNC,94.874468,PVC,13.66666667
PNC,57.981191,PVC,15
PNC,99.377575,PVC,11.75
PNC,77.862561,PVC,16.5
PNC,85.155011,PVC,12.08333333
PNC,82.22729,PVC,12.41666667
PNC,74.917554,PVC,19.58333333
PNC,69.686578,PVC,15.41666667
PNC,68.460638,PVC,14.08333333
PNC,60.910975,PVC,17.66666667
PNC,118.600569,PVC,13.33333333
PNC,85.677804,PVC,11.91666667
PNC,64.861587,PVC,16.25
PNC,103.702972,PVC,8.75
PNC,89.503739,PVC,9.75
PNC,82.250662,PVC,13.58333333
PNC,64.889467,PVC,12
PNC,81.081508,PVC,17.25
PNC,90.467292,PVC,18.08333333
PNC,84.445066,PVC,15.41666667
PNC,59.10842,PVC,20.16666667
PNC,82.067088,PVC,9.75
PNC,104.138262,PVC,9.166666667
PNC,79.993658,PVC,13.75
PNC,83.350622,PVC,11.5
PNC,107.126156,PVC,17.08333333
PNC,53.175752,PVC,20.08333333
PNC,39.064991,PVC,13.91666667
PNC,102.973493,PVC,11.16666667
PNC,71.050514,PVC,16.16666667
PNC,91.93813,PVC,16.91666667
PNC,87.164869,PVC,16.33333333
PNC,81.391801,PVC,10.5
PNC,70.244348,PVC,19.58333333
PNC,87.580828,PVC,16.58333333
PNC,90.62471,PVC,9.833333333
PNC,77.333101,PVC,18
PNC,90.968085,PVC,18
PNC,54.401013,PVC,12.58333333
PNC,70.9435,PVC,17.66666667
PNC,70.039993,PVC,15.5
PNC,67.779825,PVC,16.91666667
PNC,91.085517,PVC,9
PNC,93.37959,PVC,12.66666667
PNC,99.131965,PVC,11.75
PNC,94.206131,PVC,10.16666667
PNC,58.939396,PVC,18.25
PNC,93.606622,PVC,15.66666667
PNC,44.288792,PVC,11.33333333
PNC,79.617476,PVC,12.75
PNC,101.88854,PVC,8.5
PNC,75.312513,PVC,17.83333333
PNC,99.296782,PVC,9.333333333
PNC,101.174836,PVC,11.41666667
PNC,81.481589,PVC,10.75
PNC,109.070877,PVC,8.166666667
PNC,76.438826,PVC,19.66666667
PNC,82.304656,PVC,13.16666667
PNC,74.257334,PVC,12.91666667
PNC,47.255644,PVC,20.75
PNC,88.579184,PVC,17.66666667
PNC,77.711043,PVC,12.08333333
PNC,43.405192,PVC,21.33333333
PNC,63.304613,PVC,15.08333333
PNC,85.570985,PVC,18.5
PNC,75.34505,PVC,14.25
PNC,68.717247,PVC,22.66666667
PNC,70.837718,PVC,16.83333333
PNC,64.101921,PVC,17.5
PNC,86.790575,PVC,13.91666667
PNC,79.496701,PVC,21.08333333
PNC,66.186301,PVC,11.33333333
PNC,68.104938,PVC,19
PNC,76.092786,PVC,15.91666667
PNC,88.62529,PVC,20
PNC,68.97835,PVC,19.5
PNC,39.798078,PVC,20.83333333
PNC,74.163346,PVC,14.66666667
PNC,80.66838,PVC,14.58333333
PNC,86.061475,PVC,12.75
PNC,75.244905,PVC,12.66666667
PNC,61.703559,PVC,21.58333333
PNC,88.298133,PVC,10.5
PNC,53.850725,PVC,17.58333333
PNC,69.190461,PVC,21.16666667
PNC,60.610593,PVC,14.08333333
NKI,57.333009,SCBF,13
NKI,67.689875,SCBF,13
NKI,45.875603,SCBF,13
NKI,52.167126,SCBF,13
NKI,46.726892,SCBF,15
NKI,54.765252,SCBF,47
NKI,43.881883,SCBF,62
NKI,51.877126,SCBF,62
NKI,39.855269,SCBF,43
NKI,71.598946,SCBF,44
NKI,50.968231,SCBF,47
NKI,50.772571,SCBF,46
NKI,47.796073,SCBF,44
NKI,63.920891,SCBF,46
NKI,60.592004,SCBF,12
NKI,65.349007,SCBF,12
NKI,60.993405,SCBF,15
NKI,61.829683,SCBF,14
NKI,60.335597,SCBF,18
NKI,40.807356,SCBF,53
NKI,43.550744,SCBF,55
NKI,39.398778,SCBF,54
NKI,60.98523,SCBF,22
NKI,44.287827,SCBF,79
NKI,47.979061,SCBF,51
NKI,47.36086,SCBF,52
NKI,70.017897,SCBF,12
NKI,59.147807,SCBF,15
NKI,57.846291,SCBF,14
NKI,69.992654,SCBF,27
NKI,52.365039,SCBF,14
NKI,51.370455,SCBF,14
NKI,34.528203,SCBF,16
NKI,78.898401,SCBF,15
NKI,23.315375,SCBF,82
NKI,32.42695,SCBF,39
NKI,40.468096,SCBF,40
NKI,54.991598,SCBF,68
NKI,35.747205,SCBF,84
NKI,44.203347,SCBF,42
NKI,43.23372,SCBF,70
NKI,60.653521,SCBF,70
NKI,40.532701,SCBF,71
NKI,47.712095,SCBF,51
NKI,43.31708,SCBF,53
NKI,36.61669,SCBF,52
NKI,31.299461,SCBF,65
NKI,48.184636,SCBF,15
NKI,44.697007,SCBF,15
NKI,47.490876,SCBF,17
NKI,48.110997,SCBF,16
NKI,54.148048,SCBF,65
NKI,53.174049,SCBF,62
NKI,50.343496,SCBF,67
NKI,60.118891,SCBF,66
NKI,37.898785,SCBF,64
NKI,36.552854,SCBF,66
NKI,44.789545,SCBF,65
NKI,80.744265,SCBF,15
NKI,69.15171,SCBF,17
NKI,51.333285,SCBF,68
NKI,45.035427,SCBF,69
NKI,61.328087,SCBF,24
NKI,70.166843,SCBF,25
NKI,49.469401,SCBF,28
NKI,15.573719,SCBF,68
NKI,18.687748,SCBF,69
NKI,69.569015,SCBF,21
NKI,63.186128,SCBF,12
NKI,62.007751,SCBF,12
NKI,24.040308,SCBF,69
NKI,57.465914,SCBF,18
NKI,57.939552,SCBF,39
NKI,51.72149,SCBF,41
NKI,56.574694,SCBF,21
NKI,52.123235,SCBF,23
NKI,61.866221,SCBF,22
NKI,62.114263,SCBF,22
NKI,46.701802,SCBF,27
NKI,41.787675,SCBF,24
NKI,32.836308,SCBF,63
NKI,22.293459,SCBF,53
NKI,54.570556,SCBF,52
NKI,54.304341,SCBF,54
NKI,47.238124,SCBF,55
NKI,39.992006,SCBF,57
NKI,45.768084,SCBF,56
NKI,48.436826,SCBF,14
NKI,87.499512,SCBF,14
NKI,63.409264,SCBF,15
NKI,63.12159,SCBF,33
NKI,19.806268,SCBF,56
NKI,52.624585,SCBF,53
NKI,28.259354,SCBF,57
NKI,47.707073,SCBF,28
NKI,47.964616,SCBF,32
NKI,23.372713,SCBF,67
NKI,60.254305,SCBF,38
NKI,65.236006,SCBF,62
NKI,50.07228,SCBF,64
NKI,52.813804,SCBF,63
NKI,49.177652,SCBF,63
NKI,40.798584,SCBF,64
NKI,42.552314,SCBF,39
NKI,72.354425,SCBF,9
NKI,38.531118,SCBF,64
NKI,38.711706,SCBF,71
NKI,38.070785,SCBF,72
NKI,50.133095,SCBF,68
NKI,62.927933,SCBF,33
NKI,36.398962,SCBF,70
NKI,62.98025,SCBF,41
NKI,65.448737,SCBF,12
NKI,87.343724,SCBF,11
NKI,29.840576,SCBF,44
NKI,46.084992,SCBF,38
NKI,43.517037,SCBF,39
NKI,61.284783,SCBF,14
NKI,64.449464,SCBF,14
NKI,53.072417,SCBF,17
NKI,58.975427,SCBF,17
NKI,46.024035,SCBF,18
NKI,52.329085,SCBF,20
NKI,52.357847,SCBF,20
NKI,58.941282,SCBF,19
NKI,50.687164,SCBF,64
NKI,42.532929,SCBF,66
NKI,48.072236,SCBF,65
NKI,72.487115,SCBF,21
NKI,42.029046,SCBF,15
NKI,47.764619,SCBF,22
NKI,71.914987,SCBF,9
NKI,57.446784,SCBF,11
NKI,50.464642,SCBF,10
NKI,67.696336,SCBF,11
NKI,71.94555,SCBF,10
NKI,54.265433,SCBF,8
NKI,75.734937,SCBF,8
NKI,78.454366,SCBF,50
NKI,46.604222,SCBF,14
NKI,53.135016,SCBF,14
NKI,48.45583,SCBF,17
NKI,48.191033,SCBF,15
NKI,37.271598,SCBF,68
NKI,35.465249,SCBF,57
NKI,32.296038,SCBF,59
NKI,37.068401,SCBF,58
NKI,58.510063,SCBF,22
NKI,55.765542,SCBF,56
NKI,52.366966,SCBF,58
NKI,45.132732,SCBF,57
NKI,50.426938,SCBF,16
NKI,35.207028,SCBF,16
NKI,43.024858,SCBF,19
NKI,41.575519,SCBF,18
NKI,41.494727,SCBF,50
NKI,32.516465,SCBF,51
NKI,35.000685,SCBF,50
NKI,40.954559,SCBF,72
NKI,73.841483,SCBF,10
NKI,73.523782,SCBF,11
NKI,32.245671,SCBF,63
NKI,40.633783,SCBF,61
NKI,32.240317,SCBF,65
NKI,38.764381,SCBF,64
NKI,62.844207,SCBF,13
NKI,75.887062,SCBF,13
NKI,58.854324,SCBF,33
NKI,49.91935,SCBF,33
NKI,41.818445,SCBF,69
NKI,113.014069,SCBF,32
NKI,42.845443,SCBF,65
NKI,52.948498,SCBF,28
NKI,56.579814,SCBF,14
NKI,49.985619,SCBF,14
NKI,52.235148,SCBF,16
NKI,50.362898,SCBF,15
NKI,82.755618,SCBF,12
NKI,55.569283,SCBF,62
NKI,41.313136,SCBF,64
NKI,49.658183,SCBF,63
NKI,39.28056,SCBF,63
NKI,51.692398,SCBF,53
NKI,45.483178,SCBF,49
NKI,61.522514,SCBF,47
NKI,37.399038,SCBF,50
NKI,59.206463,SCBF,12
NKI,49.623147,SCBF,14
NKI,57.403991,SCBF,12
NKI,92.992614,SCBF,9
NKI,93.192602,SCBF,8
NKI,88.138538,SCBF,8
NKI,72.358985,SCBF,37
NKI,50.508647,SCBF,52
NKI,63.454529,SCBF,51
NKI,81.402455,SCBF,12
NKI,100.027252,SCBF,12
NKI,69.006187,SCBF,15
NKI,84.944756,SCBF,13
NKI,67.831097,SCBF,23
NKI,39.285522,SCBF,57
NKI,83.250733,SCBF,10
NKI,59.912443,SCBF,49
NKI,41.510194,SCBF,51
NKI,52.255447,SCBF,50
NKI,54.119311,SCBF,62
NKI,63.502407,SCBF,9
NKI,41.129026,SCBF,67
NKI,44.411,SCBF,69
NKI,46.825206,SCBF,52
NKI,65.27249,SCBF,21
NKI,71.229357,SCBF,8
NKI,46.432891,SCBF,57
NKI,52.472412,SCBF,52
NKI,55.146643,SCBF,15
NKI,58.481312,SCBF,18
NKI,63.187421,SCBF,16
NKI,46.401352,SCBF,62
NKI,63.757353,SCBF,11
NKI,97.99984,SCBF,9
NKI,76.209687,SCBF,12
NKI,84.742788,SCBF,11
NKI,48.439069,SCBF,59
NKI,47.442771,SCBF,60
NKI,48.962131,SCBF,60
NKI,41.182391,SCBF,54
NKI,53.017312,SCBF,55
NKI,61.879012,SCBF,46
NKI,30.376053,SCBF,45
NKI,38.338937,SCBF,53
NKI,80.347305,SCBF,44
NKI,60.785361,SCBF,46
NKI,79.017174,SCBF,45
NKI,28.150873,SCBF,74
NKI,75.447346,SCBF,66
NKI,30.625759,SCBF,68
NKI,41.390835,SCBF,67
NKI,40.520656,SCBF,67
NKI,60.878186,SCBF,22
NKI,49.811778,SCBF,25
NKI,39.555344,SCBF,23
NKI,47.277107,SCBF,38
NKI,49.335655,SCBF,15
NKI,45.404316,SCBF,15
NKI,36.621465,SCBF,66
NKI,59.858807,SCBF,23
NKI,45.387323,SCBF,17
NKI,25.870526,SCBF,20
NKI,71.624677,SCBF,16
NKI,44.905041,SCBF,22
NKI,41.241197,SCBF,15
NKI,35.154596,SCBF,15
NKI,48.939957,SCBF,16
NKI,46.217465,SCBF,69
NKI,48.427879,SCBF,14
NKI,56.294403,SCBF,14
NKI,47.343317,SCBF,16
NKI,47.829851,SCBF,15
NKI,57.906707,SCBF,15
NKI,56.324719,SCBF,15
NKI,40.799026,SCBF,15
NKI,42.395426,SCBF,46
NKI,40.995849,SCBF,43
NKI,40.581661,SCBF,22
NKI,54.485078,SCBF,40
NKI,64.030896,SCBF,15
NKI,60.439432,SCBF,15
NKI,41.629424,SCBF,55
NKI,80.937332,SCBF,10
NKI,74.976926,SCBF,8
NKI,71.264772,SCBF,10
NKI,73.55859,SCBF,13
NKI,60.155546,SCBF,44
NKI,51.17387,SCBF,46
NKI,62.012611,SCBF,13
NKI,56.590572,SCBF,26
NKI,57.029034,SCBF,37
NKI,84.896052,SCBF,7
NKI,74.404731,SCBF,10
NKI,48.870151,SCBF,48
NKI,34.540781,SCBF,50
NKI,48.493612,SCBF,49
NKI,78.772392,SCBF,23
NKI,49.315787,SCBF,66
NKI,29.431418,SCBF,64
NKI,38.925609,SCBF,70
NKI,41.757264,SCBF,71
NKI,41.034551,SCBF,42
NKI,35.879962,SCBF,69
NKI,41.208915,SCBF,71
NKI,28.079074,SCBF,70
NKI,67.255012,SCBF,10
NKI,71.873491,SCBF,10
NKI,77.133209,SCBF,11
NKI,30.802085,SCBF,42
NKI,48.547764,SCBF,52
NKI,42.751009,SCBF,53
NKI,65.085335,SCBF,12
NKI,68.656484,SCBF,11
NKI,64.592627,SCBF,14
NKI,66.688084,SCBF,14
NKI,67.919027,SCBF,17
NKI,62.71656,SCBF,16
NKI,47.480368,SCBF,23
NKI,48.042095,SCBF,63
NKI,49.752947,SCBF,64
NKI,63.419727,SCBF,80
NKI,40.517967,SCBF,65
NKI,58.204291,SCBF,10
NKI,55.004279,SCBF,33
NKI,71.839892,SCBF,15
NKI,48.011534,SCBF,50
NKI,41.691854,SCBF,51
NKI,50.719956,SCBF,46
NKI,50.0558,SCBF,57
NKI,43.492256,SCBF,33
NKI,49.450168,SCBF,42
NKI,37.153614,SCBF,58
NKI,46.175445,SCBF,56
NKI,31.263414,SCBF,60
NKI,34.862283,SCBF,59
NKI,64.989141,SCBF,17
NKI,61.991389,SCBF,17
NKI,50.911089,SCBF,18
NKI,80.568853,SCBF,8
NKI,36.797778,SCBF,66
NKI,39.384906,SCBF,67
NKI,72.248846,SCBF,12
NKI,67.186387,SCBF,12
NKI,80.975232,SCBF,11
NKI,88.8772,SCBF,11
NKI,74.505868,SCBF,12
NKI,59.716642,SCBF,46
NKI,64.903189,SCBF,16
NKI,50.622585,SCBF,15
NKI,52.735271,SCBF,15
NKI,54.087751,SCBF,16
NKI,61.96008,SCBF,29
NKI,60.854019,SCBF,22
NKI,45.132399,SCBF,70
NKI,54.235097,SCBF,69
NKI,32.212881,SCBF,72
NKI,22.654783,SCBF,71
NKI,41.39814,SCBF,56
NKI,45.781143,SCBF,58
NKI,43.915279,SCBF,57
NKI,30.888718,SCBF,68
NKI,39.554884,SCBF,70
NKI,33.440889,SCBF,69
NKI,41.707344,SCBF,26
NKI,55.03889,SCBF,58
NKI,28.497277,SCBF,59
NKI,83.982419,SCBF,11
NKI,64.761361,SCBF,11
NKI,75.310278,SCBF,14
NKI,68.227878,SCBF,13
NKI,48.487267,SCBF,39
NKI,57.792019,SCBF,36
NKI,51.48239,SCBF,40
NKI,74.349834,SCBF,10
NKI,87.35252,SCBF,10
NKI,58.906132,SCBF,11
NKI,50.349185,SCBF,18
NKI,58.769242,SCBF,57
NKI,51.078591,SCBF,71
NKI,36.422359,SCBF,72
NKI,39.437172,SCBF,31
NKI,49.314431,SCBF,61
NKI,31.845723,SCBF,62
NKI,55.086409,SCBF,15
NKI,59.779053,SCBF,14
NKI,65.42779,SCBF,15
NKI,46.33953,SCBF,28
NKI,64.087893,SCBF,54
NKI,38.873963,SCBF,57
