sub,FD,relRMS,coregDC,coregJC,coregCC,coregCOV,normDC,normJC,normCC,normCOV,cbfQEI,scoreQEI,scrubQEI,basilQEI,pvcQEI,GMmeanCBF,WMmeanCBF,Gm_Wm_CBF_ratio,NEG_CBF_PERC,NEG_SCORE_PERC,NEG_SCRUB_PERC,NEG_BASIL_PERC,NEG_PVC_PERC
1239,0,0,1.0,1.0,1.0,1.0,0.9833410497432348,0.9672280458406274,0.978710888551706,0.9850607187534572,0.87041756228734,0.87041756228734,0.87041756228734,0.8725207439392757,0.8794183302258544,31.000817712844142,26.3125770403375,1.1781748958043718,0.0,0.0,0.0,0.0,0.0
1055,0,0,0.9998311362280335,0.9996623294763856,0.9997880648572396,1.0,0.93654864217573,0.8806689984315107,0.921989297471832,0.9877421236323954,0.8869129326172157,0.8869129326172157,0.8869129326172157,0.8911065765505355,0.889930537480657,31.33647954099464,25.080057033981827,1.2494580653678646,0.0,0.0,0.0,0.0,0.0
1280,0,0,0.9999333967649856,0.9998668024013624,0.9999206786518684,1.0,0.9837581997489538,0.9680355595547556,0.9792243797642324,0.9853078358208956,0.8914947098032127,0.8914947098032127,0.8914947098032127,0.8902812560164447,0.8943696809220872,37.86051072047665,28.322256804971083,1.3367759137693938,0.0025922181610804,0.0025922181610804,0.0025922181610804,0.0,0.0
1730,0,0,0.9999950085603192,0.9999900171704668,0.9999941079826296,1.0,0.9839975416697572,0.9684991739950272,0.9795354403472072,0.9843834803256444,0.8658468920947191,0.8658468920947191,0.8658468920947191,0.8593367213208493,0.8686467305631784,48.14845354226467,36.99197369059198,1.301591905989868,0.0,0.0,0.0,0.0,0.0
1017,0,0,0.999860511710676,0.9997210623298904,0.9998298039711336,1.0,0.9772858968896464,0.9555807374880744,0.9710132748831868,0.9820560027401952,0.8693816537387187,0.8693816537387187,0.8693816537387187,0.8700483145543408,0.875798546338096,51.94437963501586,37.211489502445865,1.3959231498003224,0.0,0.0,0.0,0.0,0.0
1705,0,0,1.0,1.0,1.0,1.0,0.982986671086265,0.966542564526845,0.978262421275638,0.9851825666230818,0.8683887074039758,0.8683887074039758,0.8683887074039758,0.870649856787819,0.8686780311447215,27.4844344669334,22.653369233655663,1.2132603403691633,0.0,0.0,0.0,0.0,0.0
1777,0,0,0.9999948588497192,0.9999897177523006,0.9999939629800036,1.0,0.983400767493684,0.9673436060631436,0.9788098165955812,0.9872650116879842,0.8669162346994175,0.8669162346994175,0.8669162346994175,0.8663730421349533,0.8672308419427237,34.717647506711465,29.180879817411373,1.1897395734448166,0.0,0.0,0.0,0.0,0.0
1150,0,0,1.0,1.0,1.0,1.0,0.9835783146554916,0.9676872589766868,0.978993834792972,0.9852569538670284,0.8859694751365388,0.8859694724225619,0.8859694724225619,0.8841946366094308,0.8875615264490482,41.89474746511738,31.492715277941123,1.3302996294658118,0.0026680896478121,0.0026680896478121,0.0026680896478121,0.0,0.0
1326,0,0,1.0,1.0,1.0,1.0,0.9845622290759172,0.9695938611579632,0.9802586575173088,0.9847396540027136,0.859647952814906,0.859647952814906,0.859647952814906,0.8611121015698061,0.8657636298373996,37.25613852883136,30.472115145633555,1.222630537813845,0.0024933925098489,0.0024933925098489,0.0024933925098489,0.0,0.0
1279,0,0,0.9999844255358914,0.999968851556903,0.9999817425721984,1.0,0.983638807273714,0.9678043733991872,0.9790782764216364,0.98373473541384,0.8677886757026835,0.8677886757026835,0.8677886757026835,0.860025597672436,0.8697576441878742,56.61679574154162,42.52258999794002,1.3314521938641175,0.0029262868346355,0.0029262868346355,0.0029262868346355,0.0,0.0
1842,0,0,1.0,1.0,1.0,1.0,0.9836976225964648,0.9679182539252053,0.979154430267274,0.9837622821860064,0.8501253141911573,0.8501253141911573,0.8501253141911573,0.8466851750331295,0.8561969321458983,54.87302867949631,46.21174454876402,1.1874260367208738,0.0107037730800107,0.0107037730800107,0.0107037730800107,0.0,0.0
1144,0,0,1.0,1.0,1.0,1.0,0.9833021751197945,0.9671528265890148,0.9786754570131104,0.986447100592726,0.8141520404934883,0.8141520404934883,0.8141520404934883,0.8156710150541775,0.8151743758494252,31.76343241429112,29.44775398373464,1.0786368438093965,0.0,0.0,0.0,0.0,0.0
1754,0,0,1.0,1.0,1.0,1.0,0.9840546697038725,0.968609865470852,0.9796196821506208,0.9853788365142194,0.8486502872739383,0.8486502876494143,0.8486502876494143,0.8458024153355457,0.850679847787052,55.70544449837355,46.69775509178184,1.192893414017175,0.0,0.0,0.0,0.0,0.0
1065,0,0,0.9999084232311948,0.9998168632334627,0.9998901196824576,1.0,0.9843992471668196,0.9692777840314518,0.9800449476583898,0.9857954545454546,0.888544532013186,0.888544532013186,0.888544532013186,0.8865735910519755,0.8963014933832879,52.82548028728511,37.13043659101277,1.4227002194763108,0.0,0.0,0.0,0.0,0.0
1149,0,0,1.0,1.0,1.0,1.0,0.9837690080729842,0.9680564909829448,0.9792657337927552,0.9863309720481804,0.7940248824253248,0.7940248824253248,0.7940248824253248,0.7981635571789134,0.7979340594200891,28.06995840433737,25.607832752586773,1.096147365360385,0.0030610058465211,0.0030610058465211,0.0030610058465211,0.0,0.0
1021,0,0,0.9999956464385692,0.999991292915045,0.9999947214028212,1.0,0.9761366587887804,0.9533856907446464,0.9697144942656274,0.988483660187548,0.8669521056093131,0.8669521056093131,0.8669521056093131,0.8661182097340465,0.8657140001789981,38.36660015496577,29.81580201210772,1.2867874605347092,0.0,0.0,0.0,0.0,0.0
1790,0,0,1.0,1.0,1.0,1.0,0.9832239989066556,0.967001579354145,0.9786334476381676,0.9903978524229076,0.8253792962965881,0.825379300853198,0.825379300853198,0.826648067857527,0.8276236760129847,34.150122338740026,30.34132093958926,1.1255318252865203,0.0038474856681158,0.0038474856681158,0.0038474856681158,0.0,0.0
1841,0,0,1.0,1.0,1.0,1.0,0.9837635542392336,0.9680459290187892,0.9792428388025808,0.9844590606648634,0.8457101227624866,0.8457101227624866,0.8457101227624866,0.8467659847897102,0.8451265163307018,36.14829488054712,31.85242143657082,1.1348680335820267,0.002612330198537,0.002612330198537,0.002612330198537,0.0,0.0
1325,0,0,1.0,1.0,1.0,1.0,0.9836123050278268,0.9677530630226256,0.9790343078030184,0.987334633649932,0.884865525927516,0.884865525927516,0.884865525927516,0.8804675391535948,0.8859518216928777,55.57575930458145,40.664850424130265,1.366678070248185,0.0082020997375328,0.0082020997375328,0.0082020997375328,0.0,0.0
1208,0,0,1.0,1.0,1.0,1.0,0.98403213041767,0.9685661917853868,0.9795738802010884,0.9858972184531886,0.8518833357052228,0.8518833357052228,0.8518833357052228,0.851209038007159,0.8542573196131529,56.19688249257532,45.797477481547,1.2270737512828849,0.0054512251628553,0.0054512251628553,0.0054512251628553,0.0,0.0
1112,0,0,1.0,1.0,1.0,1.0,0.983518707055561,0.9675718715950046,0.9789696562095436,0.9881024728025952,0.7797627758005328,0.7797627758005328,0.7797627758005328,0.7805488589455191,0.7871469217847753,45.64410823380396,41.76646910366622,1.0928409610233814,0.003626867836936,0.003626867836936,0.003626867836936,0.0,0.0
1876,0,0,1.0,1.0,1.0,1.0,0.9842709940254494,0.9690291290648744,0.9799354520235408,0.9892369498552364,0.8054289829507306,0.8054289829507306,0.8054289829507306,0.8055820764618913,0.796372108284769,22.440646855761017,20.54002682241126,1.0925325000684023,0.0054826064310973,0.0054826064310973,0.0054826064310973,0.0,0.0
1768,0,0,1.0,1.0,1.0,1.0,0.9835334418667752,0.9676003937336292,0.9789433245451012,0.9836668928086838,0.8758717789197431,0.8758717789197431,0.8758717789197431,0.875088790338433,0.8778628971561621,35.40552893088077,28.18747454394437,1.2560731141657768,0.0030346250720723,0.0030346250720723,0.0030346250720723,0.0,0.0
1558,0,0,0.999975150710938,0.99995030265682,0.9999706446357712,1.0,0.9818436350288948,0.9643348200811565,0.9768603127692476,0.9883483132550824,0.8469314984102102,0.8469314984102102,0.8469314984102102,0.8474695350330893,0.8483481528483136,35.491863776120006,31.00172076439825,1.1448352833652429,0.0,0.0,0.0,0.0,0.0
1059,0,0,1.0,1.0,1.0,1.0,0.9839868487736736,0.9684784567857248,0.9795644178339978,0.9883348875409584,0.8020232612823348,0.8020232612823348,0.8020232612823348,0.811611379498084,0.8246747544377859,26.67275581720008,25.997762962388297,1.0259634975435508,0.003716919417187,0.003716919417187,0.003716919417187,0.0,0.0
1282,0,0,1.0,1.0,1.0,1.0,0.9832946488187976,0.9671382644700468,0.9786377130332994,0.9834718453188602,0.8823258375323764,0.8823258375323764,0.8823258375323764,0.8830550230593747,0.8874722589355473,36.01286286016945,27.340508441137068,1.3171979935085547,0.0,0.0,0.0,0.0,0.0
