A00065197,BAS1
A00065250,BAS1
A00065250,FLU1
A00065250,FLU2
A00065250,TRT
A00065261,BAS1
A00065261,FLU1
A00065261,FLU2
A00065262,BAS1
A00065263,BAS1
A00065574,BAS1
A00065617,BAS1
A00065750,BAS1
A00065790,BAS1
A00065792,BAS1
A00065792,FLU1
A00065792,TRT
A00065802,BAS1
A00065802,FLU1
A00065802,FLU2
A00065802,TRT
A00065820,BAS1
A00065820,TRT
A00065934,BAS1
A00065941,BAS1
A00065941,FLU1
A00065941,FLU2
A00065975,BAS1
A00065975,FLU1
A00065975,FLU2
A00065975,TRT
A00065978,BAS1
A00065978,FLU1
A00065978,FLU2
A00065992,BAS1
A00065992,FLU1
A00065992,FLU2
A00065992,TRT
A00066087,BAS1
A00066091,BAS1
A00066153,BAS1
A00066232,BAS1
A00066246,BAS1
A00066248,FLU1
A00066248,FLU2
A00066314,BAS1
A00066314,FLU1
A00066314,TRT
A00066319,BAS1
A00066396,BAS1
A00066396,FLU1
A00066396,FLU2
A00066396,TRT
A00066396,TRT
A00066534,BAS1
A00066534,FLU2
A00066534,TRT
A00066572,BAS1
A00066572,FLU1
A00066572,FLU2
A00066572,TRT
A00066573,BAS1
A00066573,FLU1
A00066573,TRT
A00066580,BAS1
A00066580,TRT
A00066581,BAS1
A00066581,TRT
A00066582,BAS1
A00066582,TRT
A00066584,BAS1
A00066584,TRT
A00066589,BAS1
A00066589,FLU1
A00066589,FLU2
A00066589,TRT
A00066697,BAS1
A00066697,FLU1
A00066697,TRT
A00066698,BAS1
A00066698,FLU1
A00066698,TRT
A00066735,BAS1
A00066784,BAS1
A00066784,FLU1
A00066812,BAS1
A00066860,BAS1
A00066860,FLU1
A00066860,FLU2
A00066860,TRT
A00066926,BAS1
A00067146,BAS1
A00067146,TRT
A00072203,BAS1
A00073303,BAS1
A00073303,FLU1
A00073303,TRT
A00073545,BAS1
A00073545,FLU1
A00073545,FLU2
A00073545,TRT
A00073600,BAS1
A00073975,BAS1
A00074034,BAS1
A00074034,FLU1
A00074034,FLU2
A00074034,TRT
A00074425,BAS1
A00074427,BAS1
A00074427,FLU1
A00074427,FLU2
A00074427,TRT
A00074447,FLU1
A00074447,FLU2
A00074447,TRT
