sub,ses,FD,relRMS,coregDC,coregJC,coregCC,coregCOV,normDC,normJC,normCC,normCOV,cbfQEI,scoreQEI,scrubQEI,basilQEI,pvcQEI,GMmeanCBF,WMmeanCBF,Gm_Wm_CBF_ratio,NEG_CBF_PERC,NEG_SCORE_PERC,NEG_SCRUB_PERC,NEG_BASIL_PERC,NEG_PVC_PERC
A00064081,FLU2,0.0819179622249999,0.0013178738616581,0.9930431831678967,0.9861824922065886,0.9908902478283452,1.0,0.977106267920548,0.9552373206297564,0.9707352485631352,0.978150482074642,0.6272627519012609,0.6325566977941148,0.7298685630973668,0.7516314789092641,0.7436419135645694,49.87547094926032,36.765741742920895,1.356574587778136,4.16761557731724,4.087907082669096,1.5941698929628787,0.0,0.0
A00064081,FLU1,0.1206784397499999,0.001328883330451,0.9907922094454108,0.9817524386141944,0.9879614759555227,1.0,0.9756115187430388,0.9523843118051548,0.9688419159916116,0.978131339823039,0.550528877739829,0.5566281730606145,0.6880057664591053,0.7363545040369343,0.7345244752245642,48.92922460231084,36.268238490461975,1.349092942994144,5.9064527142369405,5.735745988391942,2.162285194036645,0.0,0.0
A00073677,BAS1,0.482778884,0.0042918044366197,0.9938554187373008,0.9877858880778588,0.9922738772596528,1.0,0.9703470247532484,0.942402001529408,0.9622461533590924,0.9793722709073868,0.3848233872443396,0.3876085678582734,0.502767026507226,0.8151997841707832,0.8128249153359548,46.377658431312696,28.12424693845015,1.6490275644645738,7.969664715274082,8.062799361362426,6.26663118680149,0.0,0.0
A00073677,FLU2,0.446364205375,0.0100951360679964,0.992060216098094,0.9842455193678936,0.9900063818458744,1.0,0.9732268570686082,0.9478499352740068,0.9658275724713422,0.9778446471451868,0.2996669374621462,0.3044274062497993,0.5319321607520611,0.8014350872034632,0.791627590134497,60.9704878598774,43.32684549520059,1.4072219466480946,4.593874833555259,4.540612516644474,3.1957390146471374,0.0,0.0
A00073677,FLU1,1.6159778343749998,0.0100646924356739,0.9892837272309442,0.978794696280695,0.9865218510022232,1.0,0.9732689800891176,0.9479298484364432,0.9658803179084072,0.9778259976375122,0.1448342539601723,0.1611294562173628,0.4002768081864651,0.7608766756967125,0.7963587946686835,42.83731740835552,39.415624265248496,1.086810578467073,17.369464639788497,16.77461996034369,10.310641110376736,0.0,0.0
A00062081,TRT,0.0518952281866064,0.0008052337774543,0.9933350757971772,0.986758405815916,0.991342093614478,1.0,0.9743437417193068,0.9499710393739504,0.9673156427690738,0.9821597821778766,0.6670359574719937,0.6695732319994006,0.7755545083015616,0.7894605822117716,0.7813264125887038,58.548723247840734,35.341712981773604,1.656646447161048,2.3682781097229766,2.3356871265616514,0.8799565453557849,0.0,0.0
A00062081,BAS1,0.0646943836374999,0.000602697231103,0.9945208446128858,0.9891014043249764,0.9928645553955744,1.0,0.9758444225713396,0.9528283046813892,0.9691734159051516,0.9806623446692988,0.3862293994461985,0.4107291190277255,0.6208639458247481,0.7737627194307497,0.7602044925652022,63.14440851269492,32.86469335867983,1.9213448250846972,2.459192439862543,2.104810996563574,0.9557560137457044,0.0,0.0
A00062081,FLU2,0.0737059101324999,0.0003896687464489,0.9946067221814732,0.9892713071839327,0.9929676625626008,1.0,0.976588600331534,0.954248311722832,0.9700885417288178,0.9789603749467404,0.6032715769068175,0.61012430388483,0.7496156332220117,0.7795154769318784,0.7653020699300096,59.119215552606974,34.69887489277735,1.703779034198967,2.420974733058463,2.283539486203616,0.771751770800296,0.0,0.0
A00062081,FLU1,0.0433878236879119,0.0002954656797045,0.9926611082160848,0.9854291503211622,0.9904616823147386,1.0,0.9747201078608732,0.95068684691283,0.967761380146304,0.9808468434430172,0.5505531653936294,0.559266848026327,0.7534082861099572,0.7738915325171692,0.7676787954420007,59.41321730716666,36.08450437342408,1.6465022407491894,2.5032230339492907,2.481736140954018,0.7198109153416417,0.0,0.0
A00051063,BAS1,0.0651672485849999,0.0003152281637296,0.99043071196255,0.9810428305400372,0.9869669887489484,1.0,0.9756609566146758,0.9524785401035064,0.9689281394804324,0.9797954314156454,0.5611865094611885,0.5622569579291534,0.6771390223822963,0.7146647024255677,0.7020523359404108,58.134830221224256,28.95421526632903,2.0078192306883027,5.035237388724036,5.035237388724036,2.206973293768546,0.0,0.0
A00074641,BAS1,0.1168959190689749,0.0023544842451424,0.9970960381663556,0.9942088934850052,0.9961600124634188,1.0,0.977358025425998,0.9557186676530977,0.9710717006953756,0.9797274842140246,0.4883291919564218,0.4914791339151595,0.6519394590132296,0.799350708036437,0.7876923343750989,40.5529478669844,26.20036588811628,1.5478008223304252,3.7731454524280887,3.9245370909514383,2.201001513916385,0.0,0.0
A00074641,FLU2,0.0926059238724999,0.0009568823777386,0.9966277024930176,0.9932780733226112,0.9955383485924076,1.0,0.9768548892215252,0.954756934212656,0.970418090594427,0.978298496672266,0.3068238816385762,0.2978884230275044,0.615022597063196,0.7870698830576972,0.7692057576203722,41.73996427974314,27.422682481200088,1.522096326949722,3.8040949278734297,3.932061423918101,2.2684969753373663,0.0,0.0
A00074641,FLU1,0.1148815584437499,0.0008720838946128,0.996290539840431,0.992608498162448,0.9950960046838172,1.0,0.97668034911489,0.9544235256990524,0.9702023340637964,0.978768161610656,0.3598020530484496,0.3960166132941586,0.6238701718210177,0.7761364783431002,0.7616517496006349,38.60792045311853,28.094323407162477,1.3742249597395777,6.489126642632864,6.558902197929991,4.128387021746715,0.0,0.0
A00080452,BAS1,0.2415284140124999,0.0027868502081915,0.9886719790237009,0.9775977314158396,0.9850426950685924,1.0,0.9440879116996233,0.8940970769822812,0.9306162255812648,0.9851229156873048,0.4086481976642765,0.4152663055981662,0.537439851071963,0.7824684352430339,0.7644646463649121,57.215675388829496,21.64801747391162,2.6429983927064478,5.250757320767418,4.846852911477617,2.7375743296308763,0.0,0.0
A00044068,BAS1,0.1364632427749999,0.0019012418867948,0.9971239697802198,0.9942644352180798,0.9962378183638158,1.0,0.9740229638373216,0.9493613692177034,0.967015204007177,0.9861501021250706,0.4603638945111523,0.4633659999380217,0.6417823904121178,0.7570286153327764,0.7638722489054897,42.84713244082323,28.1530826095663,1.5219339578204467,6.244009311241956,6.257702314117486,3.532794741886896,0.0,0.0
A00081253,BAS1,0.1043994467387499,0.0008444230995953,0.9966505103046064,0.9933233838661536,0.9954951256634418,1.0,0.9772413192859706,0.9554955022270928,0.970910092710596,0.9785021659376024,0.4956266661828623,0.5178742587223383,0.6736618007803837,0.7412170969569042,0.7426137515382548,47.035648345117984,32.76769656254065,1.435427365342737,5.0978260869565215,4.75,2.0217391304347827,0.0,0.0
A00081253,FLU1,0.1842920840749999,0.0025118323345835,0.9947221237543818,0.9894996669670492,0.9929095729215596,1.0,0.9768994003402958,0.9548419780666968,0.9704800530519732,0.9787976690631558,0.5423644370683236,0.5343885718897063,0.6600500840353147,0.7479374458478579,0.7513145040867286,46.55771624520956,37.11735353920291,1.2543382489819983,5.435964340073928,5.9143292020004345,2.5657751685148944,0.0,0.0
A00056295,TRT,0.1108114172599999,0.0008738801501034,0.9951903891794258,0.9904268216211696,0.9936734837673452,1.0,0.9768382987887174,0.9547252380853148,0.970455642576396,0.9824374804324796,0.5993869080931812,0.5997410226468136,0.7379395406486249,0.7992687875754295,0.7736334219375246,67.76670094606222,40.74750694630244,1.6630882727467475,2.2209631728045327,2.58356940509915,0.84985835694051,0.0,0.0
A00056295,FLU2,0.5924443962,0.0060733857423765,0.9890918706890852,0.978419148101321,0.9859183319911184,1.0,0.9550486318530432,0.913964669520132,0.9438121553885246,0.9867338864648566,0.530738993754114,0.5277706876579679,0.688001900761733,0.7921598268492164,0.8001647337373544,57.260976105801,37.24736182843225,1.5373162901994215,7.161520190023753,7.220902612826603,3.44418052256532,0.0,0.0
A00056295,FLU1,0.1448683513999999,0.003207489715471,0.991887006599689,0.9839045951130014,0.9893538163358032,1.0,0.9752284177269234,0.9516544316770964,0.9684230921230048,0.9820206362854688,0.4602886473645688,0.4753644625800766,0.6914811291549692,0.7974753913674502,0.7835066883511193,54.85583305423653,32.47690908795759,1.6890718542725185,4.255800792303339,4.244482173174872,1.8109790605546123,0.0,0.0
A00062411,BAS1,0.2012792366749999,0.0016947982774421,0.989034432734565,0.9783067443234574,0.9857043922225758,1.0,0.973990692300013,0.9493000550681312,0.9667619879305188,0.9758292083948704,0.5854082690449199,0.5940220159730683,0.7323416480331585,0.7848105941622621,0.7786115880432509,66.76245282450424,38.75937020794919,1.7224854910261642,3.631522896698616,3.2800851970181046,1.3525026624068155,0.0,0.0
A00076595,TRT,0.1258133107719999,0.000924344094266,0.9911394758039532,0.9824345903451664,0.9883131511810171,1.0,0.9683523528162352,0.9386464026353224,0.9597781793265926,0.9800834704965236,0.6386447944071431,0.6590367506211415,0.7614449574816281,0.8055675707919564,0.7817859107334226,50.246659905653566,33.79028233395518,1.48701509531815,3.751718719308584,3.2017285405617755,1.2178353957965036,0.0,0.0
A00076595,BAS1,0.1377148393437499,0.0008747090352592,0.990435577215961,0.981052377504224,0.987320160904348,1.0,0.9737084782437392,0.94876402815592,0.9664397769189388,0.978160314587318,0.6289302862992437,0.6331507539044509,0.7337097635167918,0.8089445422277013,0.7904228211880938,49.37571569310405,30.381028682093348,1.6252154003661572,3.646577168428068,3.579929543939827,1.4948110063791298,0.0,0.0
A00076595,FLU2,0.702376099,0.0077241887600674,0.9912783196573256,0.9827074593267164,0.9891956667817624,1.0,0.8589043382861504,0.7527014317065525,0.8356722140234267,0.9815481057508858,0.1807607304742574,0.2922370730145301,0.5630605103431695,0.7021696086089627,0.7194738532323146,32.830162493717715,26.174632651440238,1.2542740496459754,24.11887510745425,14.95763232223996,7.233206434974824,0.0,0.0
A00076595,FLU1,0.92395492375,0.017942992648738,0.9941342426272098,0.9883368981799104,0.9922032632820068,1.0,0.9746418728095546,0.9505380090760512,0.9676099294619128,0.9776691241722985,0.2125159973409457,0.5329613942034418,0.7057984750851002,0.7410542842240432,0.7502637555142365,77.24513786886828,51.58247971760564,1.497507260057211,14.48467966573816,5.109979829026991,2.334069733935261,0.0,0.0
A00044408,BAS1,0.1944437590499999,0.000631646303182,0.9976158607997324,0.9952430627999166,0.9968546429410186,1.0,0.9746056677701478,0.9504691386880812,0.9676813920058038,0.983807766914792,0.2430628425082118,0.2544426990474348,0.3412034816950993,0.6169490516660304,0.6140354698150875,22.90629204307796,18.08130410549578,1.2668495540714697,18.768809849521205,17.551299589603282,14.81532147742818,0.0,0.0
A00075210,BAS1,0.237151462825,0.0014402267679025,0.9937113621829036,0.9875013240122869,0.9922578737468166,1.0,0.977960761212974,0.9568720300539876,0.971814330081288,0.9784811736770692,0.2916558705217879,0.2937574476953884,0.4725250759482085,0.6944702718591135,0.6808090219453269,32.10013640187131,18.915456917226937,1.6970320379962192,16.07669616519174,16.651917404129794,11.386430678466075,0.0,0.0
